"time","H_pump","H0","H_static","I_motor","J_motor","K_eff","K_pump","L_s","P_shaft","Q_flow","Q_max","R_r","R_s","T_em","T_load","T_max","V_supply","Z_total","der(omega)","efficiency","erosion","eta_pump","extra_friction","f_supply","g","gas_ramp","gas_severity","omega","omega_rated","omega_sync","p","rho","rho_eff","s_max","slip","speed_ratio","t_gas_lock","vibration_rms"
0.6,3.455593595427517,80,40,14.734257534319202,0.3,0.00127,0.00127,0.18,778.8751422341886,0,0.022,0.16,1,19.881088214145603,2.1450955495271886,80,1000,67.86904583897686,59.11997554872805,0.06863047285906894,0,0.7,0,60,9.81,0,0,39.176685594101976,188.5,188.49555921538757,2,850,850,0.1,0.7921612277913875,0.20783387583077972,9999,0.010391693791538988
0.64,3.8860633098659854,80,40,14.734245000352537,0.3,0.00127,0.00127,0.18,838.8500084585039,0,0.022,0.16,1,20.191241180473842,2.399755308857991,80,1000,67.86910357307576,59.30495290538617,0.07599435588006068,0,0.7,0,60,9.81,0,0,41.54524236329379,188.5,188.49555921538757,2,850,850,0.1,0.7795956438643659,0.22039916373100152,9999,0.011019958186550077
0.68,4.343198575360767,80,40,14.73423198057348,0.3,0.00127,0.00127,0.18,900.9064381071526,0,0.022,0.16,1,20.512022601201746,2.669491915578351,80,1000,67.8691635450332,59.47510228541132,0.08360566062608539,0,0.7,0,60,9.81,0,0,43.920897301194024,188.5,188.49555921538757,2,850,850,0.1,0.7669924029827828,0.23300210769864205,9999,0.011650105384932103
0.72,4.827109054361515,80,40,14.734218449802334,0.3,0.00127,0.00127,0.18,965.1365850479681,0,0.022,0.16,1,20.843894303173315,2.9543643945355864,80,1000,67.86922587084457,59.63176636212576,0.09144137151549114,0,0.7,0,60,9.81,0,0,46.303083819660024,188.5,188.49555921538757,2,850,850,0.1,0.7543545109900915,0.24563970196106114,9999,0.012281985098053057
0.76,5.337893227562686,80,40,14.73420438075308,0.3,0.00127,0.00127,0.18,1031.6395892424791,0,0.022,0.16,1,21.187352766382663,3.2544257487026123,80,1000,67.8692906762088,59.776423392266835,0.09947814263759001,0,0.7,0,60,9.81,0,0,48.6912924241933,188.5,188.49555921538757,2,850,850,0.1,0.7416846708385559,0.25830924362967267,9999,0.012915462181483634
0.8,5.875642338098432,80,40,14.7341897437865,0.3,0.00127,0.00127,0.18,1100.5223483572267,0,0.022,0.16,1,21.542932931824673,3.569725206313321,80,1000,67.86935809766575,59.91069241837117,0.1076923875055212,0,0.7,0,60,9.81,0,0,51.08507517708793,188.5,188.49555921538757,2,850,850,0.1,0.7289852589115124,0.2710083563771243,9999,0.013550417818856214
0.84,6.440444191832352,80,40,14.734174506641308,0.3,0.00127,0.00127,0.18,1171.9003292532748,0,0.022,0.16,1,21.911212187859313,3.900310377130791,80,1000,67.86942828383485,60.03633936909508,0.1160603563788384,0,0.7,0,60,9.81,0,0,53.48404822178701,188.5,188.49555921538757,2,850,850,0.1,0.7162583116312433,0.2837350038291088,9999,0.014186750191455441
0.88,7.032389519596327,80,40,14.73415863406471,0.3,0.00127,0.00127,0.18,1245.8987742546456,0,0.022,0.16,1,22.29281636094557,4.246230900870446,80,1000,67.8695013971171,60.15528486691707,0.1245582398678485,0,0.7,0,60,9.81,0,0,55.88790371221627,188.5,188.49555921538757,2,850,850,0.1,0.7035054621718965,0.2964875528499537,9999,0.014824377642497687
0.92,7.651577477597808,80,40,14.734142087428776,0.3,0.00127,0.00127,0.18,1322.6538785573466,0,0.022,0.16,1,22.688425516482976,4.60754157774823,80,1000,67.8695776154625,60.269613129115825,0.13316224382110178,0,0.7,0,60,9.81,0,0,58.2964153945565,188.5,188.49555921538757,2,850,850,0.1,0.6907279108472623,0.3092648031541459,9999,0.015463240157707295
0.96,8.298121703877047,80,40,14.734124824284244,0.3,0.00127,0.00127,0.18,1402.3141481317823,0,0.022,0.16,1,23.098780643442222,4.984305815674823,80,1000,67.86965713442557,60.38158275922466,0.1418486570695373,0,0.7,0,60,9.81,0,0,60.70944478750662,188.5,188.49555921538757,2,850,850,0.1,0.6779263923234607,0.32206602009287333,9999,0.016103301004643668
1,8.972155850431223,80,40,14.734106797870517,0.3,0.00127,0.00127,0.18,1485.0418296168382,0,0.022,0.16,1,23.52469065481567,5.3765987648812015,80,1000,67.86974016942293,60.4936396331149,0.15059389657422448,0,0.7,0,60,9.81,0,0,63.126944001401334,188.5,188.49555921538757,2,850,850,0.1,0.6651011606630568,0.3348909496095562,9999,0.01674454748047781
1.04,9.673843257170457,80,40,14.734087956444526,0.3,0.00127,0.00127,0.18,1571.0150135988983,0,0.022,0.16,1,23.967042788629684,5.784512855417526,80,1000,67.86982695882517,60.608433110707196,0.15937458913594363,0,0.7,0,60,9.81,0,0,65.54897187166583,188.5,188.49555921538757,2,850,850,0.1,0.6522519037344259,0.3477399038284659,9999,0.017386995191423296
1.08,10.403383167602415,80,40,14.734068242615663,0.3,0.00127,0.00127,0.18,1660.4295124426235,0,0.022,0.16,1,24.42681176532658,6.208161309708542,80,1000,67.86991776702095,60.72883485206013,0.16816758662129466,0,0.7,0,60,9.81,0,0,67.97569524810329,188.5,188.49555921538757,2,850,850,0.1,0.63937773637187,0.36061376789444716,9999,0.01803068839472236
1.12,11.161019460062123,80,40,14.73404759250832,0.3,0.00127,0.00127,0.18,1753.5012911429465,0,0.022,0.16,1,24.905071694186933,6.647683111870379,80,1000,67.87001288827521,60.85796194105519,0.17694999395961145,0,0.7,0,60,9.81,0,0,70.407397845485,188.5,188.49555921538757,2,850,850,0.1,0.62647715342178,0.3735140469256498,9999,0.01867570234628249
1.16,11.947052780680497,80,40,14.734025934701956,0.3,0.00127,0.00127,0.18,1850.4696113989207,0,0.022,0.16,1,25.403011524266457,7.10324993826985,80,1000,67.87011265161237,60.999205286655354,0.18569921171618295,0,0.7,0,60,9.81,0,0,72.844497575858,188.5,188.49555921538757,2,850,850,0.1,0.613547937791887,0.3864429579621114,9999,0.019322147898105574
1.2,12.76184958988226,80,40,14.734003189094096,0.3,0.00127,0.00127,0.18,1951.6001593037631,0,0.022,0.16,1,25.921950261381273,7.575071284026698,80,1000,67.87021742605472,61.156263257848586,0.19439291482953638,0,0.7,0,60,9.81,0,0,75.28755126929136,188.5,188.49555921538757,2,850,850,0.1,0.600587135406926,0.3994034550095032,9999,0.019970172750475162
1.24,13.605855166447329,80,40,14.733979265456915,0.3,0.00127,0.00127,0.18,2057.189100380512,0,0.022,0.16,1,26.463356765817135,8.063401873083695,80,1000,67.87032762727246,61.333182975778136,0.20300904813298987,0,0.7,0,60,9.81,0,0,77.73726963609525,188.5,188.49555921538757,2,850,850,0.1,0.5875909758315979,0.4123993084142984,9999,0.020619965420714922
1.28,14.479609632667255,80,40,14.733954061658249,0.3,0.00127,0.00127,0.18,2167.568057736483,0,0.022,0.16,1,27.028874054920472,8.568550799449048,80,1000,67.87044372577974,61.53441085157141,0.2115258174003407,0,0.7,0,60,9.81,0,0,80.19453763897678,188.5,188.49555921538757,2,850,850,0.1,0.5745547641929263,0.4254352129388689,9999,0.021271760646943444
1.32,15.383761264714686,80,40,14.73392746164685,0.3,0.00127,0.00127,0.18,2283.109420307509,0,0.022,0.16,1,27.62034501110123,9.090889081080633,80,1000,67.87056625621716,61.764853100068656,0.21992161471908245,0,0.7,0,60,9.81,0,0,82.6604236619737,188.5,188.49555921538757,2,850,850,0.1,0.5614728325375539,0.43851683640304345,9999,0.021925841820152173
1.36,16.319086541741026,80,40,14.733899332850337,0.3,0.00127,0.00127,0.18,2404.2333247040074,0,0.022,0.16,1,28.23984630430936,9.630861093077993,80,1000,67.87069582933995,62.02995070410456,0.22817496882336788,0,0.7,0,60,9.81,0,0,85.13620431203002,188.5,188.49555921538757,2,850,850,0.1,0.5483384082552962,0.4516509512574537,9999,0.022582547562872687
1.4,17.286508708742016,80,40,14.73386952311388,0.3,0.00127,0.00127,0.18,2531.415475163738,0,0.022,0.16,1,28.889726143508685,10.188995120440328,80,1000,67.8708331461224,62.335770076894526,0.23626443246959603,0,0.7,0,60,9.81,0,0,87.62338080288549,188.5,188.49555921538757,2,850,850,0.1,0.5351435271599094,0.4648455215007188,9999,0.023242276075035942
1.44,18.287128108432352,80,40,14.733837856632732,0.3,0.00127,0.00127,0.18,2665.197790024776,0,0.022,0.16,1,29.57265588740136,10.765920677997626,80,1000,67.87097901649773,62.68911736467911,0.24416851426540997,0,0.7,0,60,9.81,0,0,90.1237210540908,188.5,188.49555921538757,2,850,850,0.1,0.5218788101468776,0.4781099260163968,9999,0.02390549630081984
1.48,19.32224276973763,80,40,14.73380412934439,0.3,0.00127,0.00127,0.18,2806.1993948134163,0,0.022,0.16,1,30.29168265594771,11.362380179771558,80,1000,67.8711343805883,63.09767492058718,0.2518654630194594,0,0.7,0,60,9.81,0,0,92.63927087465458,188.5,188.49555921538757,2,850,850,0.1,0.5085334038623224,0.4914550179026768,9999,0.024572750895133843
1.52,20.39339193394884,80,40,14.733768102495059,0.3,0.00127,0.00127,0.18,2955.1327438496864,0,0.022,0.16,1,31.050307113740022,11.979253800877858,80,1000,67.87130033834706,63.570177709540545,0.2593331581330371,0,0.7,0,60,9.81,0,0,95.17241594502669,188.5,188.49555921538757,2,850,850,0.1,0.4950946518783695,0.5048934532892663,9999,0.025244672664463313
1.56,21.50238726902934,80,40,14.73372949513661,0.3,0.00127,0.00127,0.18,3112.8207391799424,0,0.022,0.16,1,31.852564991989826,12.617577200440849,80,1000,67.87147818412748,64.11662597182993,0.2665488124764597,0,0.7,0,60,9.81,0,0,97.72590496127215,188.5,188.49555921538757,2,850,850,0.1,0.4815479719094919,0.5184398141181547,9999,0.025921990705907734
1.6,22.651370250141213,80,40,14.73368797379253,0.3,0.00127,0.00127,0.18,3280.2208837506587,0,0.022,0.16,1,32.70314264933025,13.278574268263423,80,1000,67.87166945429716,64.74856127022277,0.27348875440259074,0,0.7,0,60,9.81,0,0,100.30292559109257,188.5,188.49555921538757,2,850,850,0.1,0.4678764528533016,0.5321110110933293,9999,0.026605550554666464
1.64,23.842866083286516,80,40,14.733643139558309,0.3,0.00127,0.00127,0.18,3458.4534588800725,0,0.022,0.16,1,33.607510644681874,13.963687816992012,80,1000,67.8718759866732,65.47940942563287,0.280128049742203,0,0.7,0,60,9.81,0,0,102.90715951695594,188.5,188.49555921538757,2,850,850,0.1,0.454060562777676,0.545926575686769,9999,0.02729632878433845
1.68,25.07985642450607,80,40,14.73359451087153,0.3,0.00127,0.00127,0.18,3648.8382466495204,0,0.022,0.16,1,34.572097367247736,14.674621019974431,80,1000,67.87209999991016,66.32492115757769,0.28644009002668247,0,0.7,0,60,9.81,0,0,105.54286619897954,188.5,188.49555921538757,2,850,850,0.1,0.44007770454486284,0.5599091045038702,9999,0.027995455225193512
1.72,26.365878334142284,80,40,14.733541500111105,0.3,0.00127,0.00127,0.18,3852.9430719277807,0,0.022,0.16,1,35.604517880196696,15.413393838264732,80,1000,67.8723442013218,67.30374680643989,0.29239612807427784,0,0.7,0,60,9.81,0,0,108.21500476125799,188.5,188.49555921538757,2,850,850,0.1,0.4259015691844267,0.5740849058952678,9999,0.028704245294763394
1.76,27.705112403971036,80,40,14.733483383349304,0.3,0.00127,0.00127,0.18,4072.6410008752973,0,0.022,0.16,1,36.71383991108328,16.182393120746593,80,1000,67.87261192625542,68.43815596778894,0.2979645446824501,0,0.7,0,60,9.81,0,0,110.92931196352025,188.5,188.49555921538757,2,850,850,0.1,0.4115017222407609,0.5884844135995769,9999,0.02942422067997885
1.8,29.102577306300212,80,40,14.733419254970332,0.3,0.00127,0.00127,0.18,4310.198879591697,0,0.022,0.16,1,37.91099848556904,16.984483687329842,80,1000,67.87290734719635,69.755049327464,0.3031103121087444,0,0.7,0,60,9.81,0,0,113.69257080454871,188.5,188.49555921538757,2,850,850,0.1,0.39684217878769223,0.6031436116952186,9999,0.03015718058476093
1.84,30.564237954324575,80,40,14.733347970273527,0.3,0.00127,0.00127,0.18,4568.37112782817,0,0.022,0.16,1,39.209222541115935,17.82306962675223,80,1000,67.87323573824713,71.28717638121236,0.3077937693900644,0,0.7,0,60,9.81,0,0,116.51266798360112,188.5,188.49555921538757,2,850,850,0.1,0.38188109858616887,0.6181043394355497,9999,0.030905216971777484
1.88,32.09732184879228,80,40,14.733268054694717,0.3,0.00127,0.00127,0.18,4850.555547410267,0,0.022,0.16,1,40.62475200347936,18.702274866518547,80,1000,67.8736038934249,73.07492378986937,0.31196980200699403,0,0.7,0,60,9.81,0,0,119.39901927265511,188.5,188.49555921538757,2,850,850,0.1,0.3665685294144153,0.6334165478655444,9999,0.03167082739327722
1.92,33.7105959137927,80,40,14.733177576994263,0.3,0.00127,0.00127,0.18,5160.981155785698,0,0.022,0.16,1,42.17768096076063,19.62710072029805,80,1000,67.87402071101701,75.16860080154194,0.31558635358132625,0,0.7,0,60,9.81,0,0,122.36284779590274,188.5,188.49555921538757,2,850,850,0.1,0.35084493074936157,0.6491397761055848,9999,0.032456988805279245
1.96,35.41471103410648,80,40,14.733073959971989,0.3,0.00127,0.00127,0.18,5504.959054544636,0,0.022,0.16,1,43.89306223029484,20.603621917557874,80,1000,67.87449806584024,77.63146770912321,0.31858278525615025,0,0.7,0,60,9.81,0,0,125.41752101189998,188.5,188.49555921538757,2,850,850,0.1,0.3346393860208156,0.6653449390551723,9999,0.033267246952758615
2,37.22285894950875,80,40,14.732953674205508,0.3,0.00127,0.00127,0.18,5889.267204445237,0,0.022,0.16,1,45.80258981146764,21.63936113491729,80,1000,67.87505222057425,80.54409558850116,0.32088851594654577,0,0.7,0,60,9.81,0,0,128.5793495233917,188.5,188.49555921538757,2,850,850,0.1,0.3178653647937224,0.6821185651108312,9999,0.03410592825554156
2.04,39.151528080493236,80,40,14.732811752154209,0.3,0.00127,0.00127,0.18,6322.660415724678,0,0.022,0.16,1,47.9467458871735,22.7437193767236,80,1000,67.87570606498664,84.01008836816634,0.3224215511581567,0,0.7,0,60,9.81,0,0,131.86839479373486,188.5,188.49555921538757,2,850,850,0.1,0.30041643769945126,0.699567081133872,9999,0.034978354056693604
2.08,40,80,40,14.732640983773027,0.3,0.00127,0.00127,0.18,6816.542715076146,4.6792818500284035e-4,0.022,0.16,1,50.37747032953347,23.928494055641067,80,1000,67.87649282307429,88.16325424630803,0.3230881386251483,0,0.7,0,60,9.81,0,0,135.30934901032518,188.5,188.49555921538757,2,850,850,0.1,0.28216160861534295,0.7178214801608763,9999,0.03589107400804382
2.12,40,80,40,14.732430491446932,0.3,0.00127,0.00127,0.18,7385.892319034217,0.0012905297639716038,0.022,0.16,1,53.16154449607581,25.208682029265905,80,1000,67.87746262102242,93.1762082226997,0.3227861816066198,0,0.7,0,60,9.81,0,0,138.93298979640096,188.5,188.49555921538757,2,850,850,0.1,0.2629375971788976,0.7370450387076974,9999,0.036852251935384876
2.16,40,80,40,14.73216309449026,0.3,0.00127,0.00127,0.18,8050.339320522223,0.002141173783075964,0.022,0.16,1,56.38365892493003,26.60350384438991,80,1000,67.87869463473385,99.26718360180041,0.32141812813495374,0,0.7,0,60,9.81,0,0,142.77788057778503,188.5,188.49555921538757,2,850,850,0.1,0.24253981806203978,0.7574423372826792,9999,0.03787211686413396
2.2,40,80,40,14.73181010466422,0.3,0.00127,0.00127,0.18,8834.930123716542,0.003028111024621838,0.022,0.16,1,60.14569626340699,28.137633260021552,80,1000,67.880321080394,106.69354334461813,0.31892923315573474,0,0.7,0,60,9.81,0,0,146.8921414597002,188.5,188.49555921538757,2,850,850,0.1,0.22071298617782567,0.7792686549586219,9999,0.0389634327479311
2.24,40,80,40,14.731320245340697,0.3,0.00127,0.00127,0.18,9768.583640428009,0.003960876652124971,0.022,0.16,1,64.54975672253164,29.842248923885542,80,1000,67.88257829886534,115.69169266215367,0.3154141192351325,0,0.7,0,60,9.81,0,0,151.3341666401386,188.5,188.49555921538757,2,850,850,0.1,0.19714731068431116,0.8028337752792498,9999,0.04014168876396249
2.28,40,80,40,14.730593908941502,0.3,0.00127,0.00127,0.18,10872.865964442142,0.004949197939786154,0.022,0.16,1,69.6227434100699,31.754287461260418,80,1000,67.88592545430214,126.22818649603161,0.3114127810335221,0,0.7,0,60,9.81,0,0,156.16830696260013,188.5,188.49555921538757,2,850,850,0.1,0.17150139975365772,0.8284790820297089,9999,0.041423954101485444
2.32,40,80,40,14.729418472385754,0.3,0.00127,0.00127,0.18,12115.056138525686,0.005997776830252454,0.022,0.16,1,75.04428991566205,33.90652943467678,80,1000,67.89134288463379,137.1258682699509,0.308744809439569,0,0.7,0,60,9.81,0,0,161.4387470671133,188.5,188.49555921538757,2,850,850,0.1,0.14354084659022318,0.8564389764833596,9999,0.04282194882416798
2.36,40,80,40,14.727295787194741,0.3,0.00127,0.00127,0.18,13258.637099773263,0.007090272755721133,0.022,0.16,1,79.35392210160789,36.289367047735254,80,1000,67.90112824850652,143.54851684624214,0.31274785378769665,0,0.7,0,60,9.81,0,0,167.08231614306828,188.5,188.49555921538757,2,850,850,0.1,0.11360078275292997,0.8863783349764895,9999,0.04431891674882448
2.4,40,80,40,14.723039820695718,0.3,0.00127,0.00127,0.18,13602.716183127814,0.008150175418194471,0.022,0.16,1,78.76359170397224,38.742992123903036,80,1000,67.92075632331927,133.40199860023068,0.3366483558602089,0,0.7,0,60,9.81,0,0,172.70309655573763,188.5,188.49555921538757,2,850,850,0.1,0.08378161652924897,0.9161967987041784,9999,0.04580983993520892
